n,m,POBLACION,GENERACION,CROSSOVER,MUTACION,NL-LD
8,1,1000,330,0.1,0.1,1.13646	
8,1,1000,330,0.1,0.33,1.13203	
8,1,1000,330,0.3,0.001,1.13542	
8,1,1000,330,0.3,0.0033,1.13646	
8,1,1000,330,0.3,0.01,1.13203	
8,1,1000,330,0.3,0.033,1.14427	
8,1,1000,330,0.3,0.1,1.13984	
8,1,1000,330,0.3,0.33,1.13984	
8,1,1000,330,0.9,0.001,1.13646	
8,1,1000,330,0.9,0.0033,1.13542	
8,1,1000,330,0.9,0.01,1.14427	
8,1,1000,330,0.9,0.033,1.13984	
8,1,1000,330,0.9,0.1,1.13203	
8,1,1000,330,0.9,0.33,1.13203	
8,1,10000,100,0.01,0.001,1.15651	
8,1,10000,100,0.01,0.0033,1.15651	
8,1,10000,100,0.01,0.01,1.1487	
8,1,10000,100,0.01,0.033,1.13984	
8,1,10000,100,0.01,0.1,1.14427	
8,1,10000,100,0.01,0.33,1.14427	
8,1,10000,100,0.033,0.001,1.14427	
8,1,10000,100,0.033,0.0033,1.14427	
8,1,10000,100,0.033,0.01,1.14427	
8,1,10000,100,0.033,0.033,1.13984	
8,1,10000,100,0.033,0.1,1.13984	
8,1,10000,100,0.033,0.33,1.14427	
8,1,10000,100,0.1,0.001,1.14427	
8,1,10000,100,0.1,0.0033,1.13984	
8,1,10000,100,0.1,0.01,1.14427	
8,1,10000,100,0.1,0.033,1.13984	
8,1,10000,100,0.1,0.1,1.13984	
8,1,10000,100,0.1,0.33,1.13984	
8,1,10000,100,0.3,0.001,1.15208	
8,1,10000,100,0.3,0.0033,1.13984	
8,1,10000,100,0.3,0.01,1.13646	
8,1,10000,100,0.3,0.033,1.13984	
8,1,10000,100,0.3,0.1,1.13984	
8,1,10000,100,0.3,0.33,1.13984	
8,1,10000,100,0.9,0.001,1.13984	
8,1,10000,100,0.9,0.0033,1.13984	
8,1,10000,100,0.9,0.01,1.13984	
8,1,10000,100,0.9,0.033,1.13984	
8,1,10000,100,0.9,0.1,1.13984	
8,1,10000,100,0.9,0.33,1.13984	
8,1,10000,1000,0.01,0.001,1.15651	
8,1,10000,1000,0.01,0.0033,1.15208	
8,1,10000,1000,0.01,0.01,1.15208	
8,1,10000,1000,0.01,0.033,1.14427	
8,1,10000,1000,0.01,0.1,1.14427	
8,1,10000,1000,0.01,0.33,1.15651	
8,1,10000,1000,0.033,0.001,1.14427	
8,1,10000,1000,0.033,0.0033,1.15208	
8,1,10000,1000,0.033,0.01,1.14766	
8,1,10000,1000,0.033,0.033,1.14427	
8,1,10000,1000,0.033,0.1,1.14427	
8,1,10000,1000,0.033,0.33,1.14766	
8,1,10000,1000,0.1,0.001,1.14427	
8,1,10000,1000,0.1,0.0033,1.14427	
8,1,10000,1000,0.1,0.01,1.14427	
8,1,10000,1000,0.1,0.033,1.14427	
8,1,10000,1000,0.1,0.1,1.14427	
8,1,10000,1000,0.1,0.33,1.14427	
8,1,10000,1000,0.3,0.001,1.14427	
8,1,10000,1000,0.3,0.0033,1.14427	
8,1,10000,1000,0.3,0.01,1.14427	
8,1,10000,1000,0.3,0.033,1.14427	
8,1,10000,1000,0.3,0.1,1.14427	
8,1,10000,1000,0.3,0.33,1.14766	
8,1,10000,1000,0.9,0.001,1.14427	
8,1,10000,1000,0.9,0.0033,1.14427	
8,1,10000,1000,0.9,0.01,1.14427	
8,1,10000,1000,0.9,0.033,1.14427	
8,1,10000,1000,0.9,0.1,1.14427	
8,1,10000,1000,0.9,0.33,1.15208	
8,1,10000,33,0.01,0.001,1.14427	
8,1,10000,33,0.01,0.0033,1.13984	
8,1,10000,33,0.01,0.01,1.13984	
8,1,10000,33,0.01,0.033,1.14427	
8,1,10000,33,0.01,0.1,1.13542	
8,1,10000,33,0.01,0.33,1.13984	
8,1,10000,33,0.033,0.001,1.14427	
8,1,10000,33,0.033,0.0033,1.13984	
8,1,10000,33,0.033,0.01,1.13984	
8,1,10000,33,0.033,0.033,1.13984	
8,1,10000,33,0.033,0.1,1.13984	
8,1,10000,33,0.033,0.33,1.13984	
8,1,10000,33,0.1,0.001,1.13984	
8,1,10000,33,0.1,0.0033,1.13984	
8,1,10000,33,0.1,0.01,1.13984	
8,1,10000,33,0.1,0.033,1.13646	
8,1,10000,33,0.1,0.1,1.13646	
8,1,10000,33,0.1,0.33,1.14427	
8,1,10000,33,0.3,0.001,1.13984	
8,1,10000,33,0.3,0.0033,1.13984	
8,1,10000,33,0.3,0.01,1.13984	
8,1,10000,33,0.3,0.033,1.13203	
8,1,10000,33,0.3,0.1,1.13203	
8,1,10000,33,0.3,0.33,1.13203	
8,1,10000,33,0.9,0.001,1.13203	
8,1,10000,33,0.9,0.0033,1.13984	
8,1,10000,33,0.9,0.01,1.13646	
8,1,10000,33,0.9,0.033,1.13984	
8,1,10000,33,0.9,0.1,1.14427	
8,1,10000,33,0.9,0.33,1.13203	
8,1,10000,330,0.01,0.001,1.14427	
8,1,10000,330,0.01,0.0033,1.1487	
8,1,10000,330,0.01,0.01,1.14427	
8,1,10000,330,0.01,0.033,1.15208	
8,1,10000,330,0.01,0.1,1.14427	
8,1,10000,330,0.01,0.33,1.14427	
8,1,10000,330,0.033,0.001,1.14427	
8,1,10000,330,0.033,0.0033,1.14427	
8,1,10000,330,0.033,0.01,1.14427	
8,1,10000,330,0.033,0.033,1.14427	
8,1,10000,330,0.033,0.1,1.14427	
8,1,10000,330,0.033,0.33,1.14427	
8,1,10000,330,0.1,0.001,1.14427	
8,1,10000,330,0.1,0.0033,1.14427	
8,1,10000,330,0.1,0.01,1.14427	
8,1,10000,330,0.1,0.033,1.13984	
8,1,10000,330,0.1,0.1,1.14427	
8,1,10000,330,0.1,0.33,1.14427	
8,1,10000,330,0.3,0.001,1.14427	
8,1,10000,330,0.3,0.0033,1.14427	
8,1,10000,330,0.3,0.01,1.13984	
8,1,10000,330,0.3,0.033,1.14427	
8,1,10000,330,0.3,0.1,1.13984	
8,1,10000,330,0.3,0.33,1.14427	
8,1,10000,330,0.9,0.001,1.14427	
8,1,10000,330,0.9,0.0033,1.14427	
8,1,10000,330,0.9,0.01,1.13984	
8,1,10000,330,0.9,0.033,1.13984	
8,1,10000,330,0.9,0.1,1.13984	
8,1,10000,330,0.9,0.33,1.13984	
8,1,330,100,0.01,0.001,1.14427	
8,1,330,100,0.01,0.0033,1.13203	
8,1,330,100,0.01,0.01,1.14427	
8,1,330,100,0.01,0.033,1.13984	
8,1,330,100,0.01,0.1,1.14427	
8,1,330,100,0.01,0.33,1.14427	
8,1,330,100,0.033,0.001,1.13542	
8,1,330,100,0.033,0.0033,1.13203	
8,1,330,100,0.033,0.01,1.13646	
8,1,330,100,0.033,0.033,1.13203	
8,1,330,100,0.033,0.1,1.13203	
8,1,330,100,0.033,0.33,1.13984	
8,1,330,100,0.1,0.001,1.13203	
8,1,330,100,0.1,0.0033,1.13203	
8,1,330,100,0.1,0.01,1.13646	
8,1,330,100,0.1,0.033,1.1276	
8,1,330,100,0.1,0.1,1.1276	
8,1,330,100,0.1,0.33,1.13203	
8,1,330,100,0.3,0.001,1.13203	
8,1,330,100,0.3,0.0033,1.1276	
8,1,330,100,0.3,0.01,1.1276	
8,1,330,100,0.3,0.033,1.13984	
8,1,330,100,0.3,0.1,1.1276	
8,1,330,100,0.3,0.33,1.13984	
8,1,330,100,0.9,0.001,1.1276	
8,1,330,100,0.9,0.0033,1.13984	
8,1,330,100,0.9,0.01,1.1276	
8,1,330,100,0.9,0.033,1.13203	
8,1,330,100,0.9,0.1,1.1276	
8,1,330,100,0.9,0.33,1.1276	
8,1,330,1000,0.01,0.001,1.15208	
8,1,330,1000,0.01,0.0033,1.15208	
8,1,330,1000,0.01,0.01,1.14427	
8,1,330,1000,0.01,0.033,1.1487	
8,1,330,1000,0.01,0.1,1.14427	
8,1,330,1000,0.01,0.33,1.14427	
8,1,330,1000,0.033,0.001,1.13984	
8,1,330,1000,0.033,0.0033,1.14427	
8,1,330,1000,0.033,0.01,1.14427	
8,1,330,1000,0.033,0.033,1.14427	
8,1,330,1000,0.033,0.1,1.14427	
8,1,330,1000,0.033,0.33,1.13984	
8,1,330,1000,0.1,0.001,1.13542	
8,1,330,1000,0.1,0.0033,1.13646	
8,1,330,1000,0.1,0.01,1.13984	
8,1,330,1000,0.1,0.033,1.13984	
8,1,330,1000,0.1,0.1,1.13646	
8,1,330,1000,0.1,0.33,1.13984	
8,1,330,1000,0.3,0.001,1.13984	
8,1,330,1000,0.3,0.0033,1.13984	
8,1,330,1000,0.3,0.01,1.13646	
8,1,330,1000,0.3,0.033,1.13984	
8,1,330,1000,0.3,0.1,1.13203	
8,1,330,1000,0.3,0.33,1.13542	
8,1,330,1000,0.9,0.001,1.13646	
8,1,330,1000,0.9,0.0033,1.13984	
8,1,330,1000,0.9,0.01,1.13984	
8,1,330,1000,0.9,0.033,1.14427	
8,1,330,1000,0.9,0.1,1.13203	
8,1,330,1000,0.9,0.33,1.14427	
8,1,330,33,0.01,0.001,1.13203	
8,1,330,33,0.01,0.0033,1.13984	
8,1,330,33,0.01,0.01,1.13203	
8,1,330,33,0.01,0.033,1.13203	
8,1,330,33,0.01,0.1,1.1276	
8,1,330,33,0.01,0.33,1.13203	
8,1,330,33,0.033,0.001,1.13203	
8,1,330,33,0.033,0.0033,1.13203	
8,1,330,33,0.033,0.01,1.12318	
8,1,330,33,0.033,0.033,1.13203	
8,1,330,33,0.033,0.1,1.13203	
8,1,330,33,0.033,0.33,1.13203	
8,1,330,33,0.1,0.001,1.13203	
8,1,330,33,0.1,0.0033,1.12422	
8,1,330,33,0.1,0.01,1.1276	
8,1,330,33,0.1,0.033,1.14427	
8,1,330,33,0.1,0.1,1.13203	
8,1,330,33,0.1,0.33,1.1276	
8,1,330,33,0.3,0.001,1.1276	
8,1,330,33,0.3,0.0033,1.1276	
8,1,330,33,0.3,0.01,1.1276	
8,1,330,33,0.3,0.033,1.1276	
8,1,330,33,0.3,0.1,1.1276	
8,1,330,33,0.3,0.33,1.1276	
8,1,330,33,0.9,0.001,1.1276	
8,1,330,33,0.9,0.0033,1.1276	
8,1,330,33,0.9,0.01,1.13984	
8,1,330,33,0.9,0.033,1.12318	
8,1,330,33,0.9,0.1,1.12318	
8,1,330,33,0.9,0.33,1.1276	
8,1,330,330,0.01,0.001,1.14427	
8,1,330,330,0.01,0.0033,1.14427	
8,1,330,330,0.01,0.01,1.15208	
8,1,330,330,0.01,0.033,1.14427	
8,1,330,330,0.01,0.1,1.13984	
8,1,330,330,0.01,0.33,1.1487	
8,1,330,330,0.033,0.001,1.13203	
8,1,330,330,0.033,0.0033,1.13984	
8,1,330,330,0.033,0.01,1.13203	
8,1,330,330,0.033,0.033,1.13203	
8,1,330,330,0.033,0.1,1.13646	
8,1,330,330,0.033,0.33,1.13984	
8,1,330,330,0.1,0.001,1.13203	
8,1,330,330,0.1,0.0033,1.13203	
8,1,330,330,0.1,0.01,1.13203	
8,1,330,330,0.1,0.033,1.13203	
8,1,330,330,0.1,0.1,1.13646	
8,1,330,330,0.1,0.33,1.13984	
8,1,330,330,0.3,0.001,1.13984	
8,1,330,330,0.3,0.0033,1.13984	
8,1,330,330,0.3,0.01,1.13203	
8,1,330,330,0.3,0.033,1.13984	
8,1,330,330,0.3,0.1,1.13646	
8,1,330,330,0.3,0.33,1.13203	
8,1,330,330,0.9,0.001,1.14427	
8,1,330,330,0.9,0.0033,1.13203	
8,1,330,330,0.9,0.01,1.13984	
8,1,330,330,0.9,0.033,1.13203	
8,1,330,330,0.9,0.1,1.13203	
8,1,330,330,0.9,0.33,1.13984	
8,1,3300,100,0.01,0.001,1.13984	
8,1,3300,100,0.01,0.0033,1.14427	
8,1,3300,100,0.01,0.01,1.14427	
8,1,3300,100,0.01,0.033,1.14427	
8,1,3300,100,0.01,0.1,1.13203	
8,1,3300,100,0.01,0.33,1.14427	
8,1,3300,100,0.033,0.001,1.13984	
8,1,3300,100,0.033,0.0033,1.13984	
8,1,3300,100,0.033,0.01,1.13984	
8,1,3300,100,0.033,0.033,1.13984	
8,1,3300,100,0.033,0.1,1.14427	
8,1,3300,100,0.033,0.33,1.13984	
8,1,3300,100,0.1,0.001,1.14427	
8,1,3300,100,0.1,0.0033,1.13542	
8,1,3300,100,0.1,0.01,1.13984	
8,1,3300,100,0.1,0.033,1.13646	
8,1,3300,100,0.1,0.1,1.13646	
8,1,3300,100,0.1,0.33,1.13646	
8,1,3300,100,0.3,0.001,1.13203	
8,1,3300,100,0.3,0.0033,1.13984	
8,1,3300,100,0.3,0.01,1.13984	
8,1,3300,100,0.3,0.033,1.13203	
8,1,3300,100,0.3,0.1,1.13984	
8,1,3300,100,0.3,0.33,1.13984	
8,1,3300,100,0.9,0.001,1.13646	
8,1,3300,100,0.9,0.0033,1.13984	
8,1,3300,100,0.9,0.01,1.13984	
8,1,3300,100,0.9,0.033,1.13542	
8,1,3300,100,0.9,0.1,1.13203	
8,1,3300,100,0.9,0.33,1.13984	
8,1,3300,1000,0.01,0.001,1.15651	
8,1,3300,1000,0.01,0.0033,1.14427	
8,1,3300,1000,0.01,0.01,1.15208	
8,1,3300,1000,0.01,0.033,1.14427	
8,1,3300,1000,0.01,0.1,1.15208	
8,1,3300,1000,0.01,0.33,1.1487	
8,1,3300,1000,0.033,0.001,1.14427	
8,1,3300,1000,0.033,0.0033,1.14427	
8,1,3300,1000,0.033,0.01,1.14427	
8,1,3300,1000,0.033,0.033,1.14427	
8,1,3300,1000,0.033,0.1,1.15651	
8,1,3300,1000,0.033,0.33,1.14427	
8,1,3300,1000,0.1,0.001,1.13984	
8,1,3300,1000,0.1,0.0033,1.14427	
8,1,3300,1000,0.1,0.01,1.14427	
8,1,3300,1000,0.1,0.033,1.14427	
8,1,3300,1000,0.1,0.1,1.13984	
8,1,3300,1000,0.1,0.33,1.14427	
8,1,3300,1000,0.3,0.001,1.13984	
8,1,3300,1000,0.3,0.0033,1.13984	
8,1,3300,1000,0.3,0.01,1.14427	
8,1,3300,1000,0.3,0.033,1.14427	
8,1,3300,1000,0.3,0.1,1.15208	
8,1,3300,1000,0.3,0.33,1.14427	
8,1,3300,1000,0.9,0.001,1.14427	
8,1,3300,1000,0.9,0.0033,1.14427	
8,1,3300,1000,0.9,0.01,1.13984	
8,1,3300,1000,0.9,0.033,1.14427	
8,1,3300,1000,0.9,0.1,1.13984	
8,1,3300,1000,0.9,0.33,1.13984	
8,1,3300,33,0.01,0.001,1.13984	
8,1,3300,33,0.01,0.0033,1.13984	
8,1,3300,33,0.01,0.01,1.13984	
8,1,3300,33,0.01,0.033,1.13203	
8,1,3300,33,0.01,0.1,1.14427	
8,1,3300,33,0.01,0.33,1.13984	
8,1,3300,33,0.033,0.001,1.13542	
8,1,3300,33,0.033,0.0033,1.13203	
8,1,3300,33,0.033,0.01,1.13203	
8,1,3300,33,0.033,0.033,1.13984	
8,1,3300,33,0.033,0.1,1.13984	
8,1,3300,33,0.033,0.33,1.13203	
8,1,3300,33,0.1,0.001,1.13984	
8,1,3300,33,0.1,0.0033,1.13646	
8,1,3300,33,0.1,0.01,1.13646	
8,1,3300,33,0.1,0.033,1.13203	
8,1,3300,33,0.1,0.1,1.13984	
8,1,3300,33,0.1,0.33,1.13984	
8,1,3300,33,0.3,0.001,1.13984	
8,1,3300,33,0.3,0.0033,1.13984	
8,1,3300,33,0.3,0.01,1.13203	
8,1,3300,33,0.3,0.033,1.13984	
8,1,3300,33,0.3,0.1,1.13203	
8,1,3300,33,0.3,0.33,1.13984	
8,1,3300,33,0.9,0.001,1.13984	
8,1,3300,33,0.9,0.0033,1.13203	
8,1,3300,33,0.9,0.01,1.13203	
8,1,3300,33,0.9,0.033,1.13203	
8,1,3300,33,0.9,0.1,1.13203	
8,1,3300,33,0.9,0.33,1.13203	
8,1,3300,330,0.01,0.001,1.15208	
8,1,3300,330,0.01,0.0033,1.14427	
8,1,3300,330,0.01,0.01,1.14427	
8,1,3300,330,0.01,0.033,1.1487	
8,1,3300,330,0.01,0.1,1.14427	
8,1,3300,330,0.01,0.33,1.14427	
8,1,3300,330,0.033,0.001,1.14427	
8,1,3300,330,0.033,0.0033,1.14427	
8,1,3300,330,0.033,0.01,1.13984	
8,1,3300,330,0.033,0.033,1.14427	
8,1,3300,330,0.033,0.1,1.14427	
8,1,3300,330,0.033,0.33,1.13984	
8,1,3300,330,0.1,0.001,1.13984	
8,1,3300,330,0.1,0.0033,1.13984	
8,1,3300,330,0.1,0.01,1.14427	
8,1,3300,330,0.1,0.033,1.15208	
8,1,3300,330,0.1,0.1,1.14427	
8,1,3300,330,0.1,0.33,1.13984	
8,1,3300,330,0.3,0.001,1.13984	
8,1,3300,330,0.3,0.0033,1.14427	
8,1,3300,330,0.3,0.01,1.13984	
8,1,3300,330,0.3,0.033,1.13984	
8,1,3300,330,0.3,0.1,1.13984	
8,1,3300,330,0.3,0.33,1.14427	
8,1,3300,330,0.9,0.001,1.13984	
8,1,3300,330,0.9,0.0033,1.13984	
8,1,3300,330,0.9,0.01,1.13984	
8,1,3300,330,0.9,0.033,1.13984	
8,1,3300,330,0.9,0.1,1.13984	
8,1,3300,330,0.9,0.33,1.13984	
8,1,33000,100,0.01,0.001,1.14427	
8,1,33000,100,0.01,0.0033,1.15208	
8,1,33000,100,0.01,0.01,1.15208	
8,1,33000,100,0.01,0.033,1.14427	
8,1,33000,100,0.01,0.1,1.14427	
8,1,33000,100,0.01,0.33,1.14427	
8,1,33000,100,0.033,0.001,1.15208	
8,1,33000,100,0.033,0.0033,1.14427	
8,1,33000,100,0.033,0.01,1.13984	
8,1,33000,100,0.033,0.033,1.1487	
8,1,33000,100,0.033,0.1,1.14427	
8,1,33000,100,0.033,0.33,1.14427	
8,1,33000,100,0.1,0.001,1.14427	
8,1,33000,100,0.1,0.0033,1.14427	
8,1,33000,100,0.1,0.01,1.14427	
8,1,33000,100,0.1,0.033,1.14427	
8,1,33000,100,0.1,0.1,1.14427	
8,1,33000,100,0.1,0.33,1.14427	
8,1,33000,100,0.3,0.001,1.14427	
8,1,33000,100,0.3,0.0033,1.13984	
8,1,33000,100,0.3,0.01,1.14427	
8,1,33000,100,0.3,0.033,1.14427	
8,1,33000,100,0.3,0.1,1.14427	
8,1,33000,100,0.3,0.33,1.14427	
8,1,33000,100,0.9,0.001,1.14427	
8,1,33000,100,0.9,0.0033,1.13984	
8,1,33000,100,0.9,0.01,1.14427	
8,1,33000,100,0.9,0.033,1.13984	
8,1,33000,100,0.9,0.1,1.14427	
8,1,33000,100,0.9,0.33,1.13984	
8,1,33000,33,0.01,0.001,1.14427	
8,1,33000,33,0.01,0.0033,1.13984	
8,1,33000,33,0.01,0.01,1.13984	
8,1,33000,33,0.01,0.033,1.14427	
8,1,33000,33,0.01,0.1,1.13984	
8,1,33000,33,0.01,0.33,1.13984	
8,1,33000,33,0.033,0.001,1.13984	
8,1,33000,33,0.033,0.0033,1.13984	
8,1,33000,33,0.033,0.01,1.14427	
8,1,33000,33,0.033,0.033,1.14427	
8,1,33000,33,0.033,0.1,1.13984	
8,1,33000,33,0.033,0.33,1.14427	
8,1,33000,33,0.1,0.001,1.13984	
8,1,33000,33,0.1,0.0033,1.14427	
8,1,33000,33,0.1,0.01,1.14427	
8,1,33000,33,0.1,0.033,1.14427	
8,1,33000,33,0.1,0.1,1.13984	
8,1,33000,33,0.1,0.33,1.14427	
8,1,33000,33,0.3,0.001,1.13984	
8,1,33000,33,0.3,0.0033,1.14427	
8,1,33000,33,0.3,0.01,1.14427	
8,1,33000,33,0.3,0.033,1.14427	
8,1,33000,33,0.3,0.1,1.13984	
8,1,33000,33,0.3,0.33,1.14427	
8,1,33000,33,0.9,0.001,1.13984	
8,1,33000,33,0.9,0.0033,1.14427	
8,1,33000,33,0.9,0.01,1.13646	
8,1,33000,33,0.9,0.033,1.13984	
8,1,33000,33,0.9,0.1,1.13984	
8,1,33000,33,0.9,0.33,1.13984	
8,1,33000,330,0.9,0.33,1.14427	
9,1,100,100,0.01,0.001,1.16308	
9,1,100,100,0.01,0.0033,1.16916	
9,1,100,100,0.01,0.01,1.16916	
9,1,100,100,0.01,0.033,1.16526	
9,1,100,100,0.01,0.1,1.16526	
9,1,100,100,0.01,0.33,1.16526	
9,1,100,100,0.033,0.001,1.16308	
9,1,100,100,0.033,0.0033,1.15699	
9,1,100,100,0.033,0.01,1.15917	
9,1,100,100,0.033,0.033,1.16308	
9,1,100,100,0.033,0.1,1.15917	
9,1,100,100,0.033,0.33,1.16308	
9,1,100,100,0.1,0.001,1.16308	
9,1,100,100,0.1,0.0033,1.15744	
9,1,100,100,0.1,0.01,1.15917	
9,1,100,100,0.1,0.033,1.15744	
9,1,100,100,0.1,0.1,1.15699	
9,1,100,100,0.1,0.33,1.15699	
9,1,100,100,0.3,0.001,1.16308	
9,1,100,100,0.3,0.0033,1.15699	
9,1,100,100,0.3,0.01,1.15699	
9,1,100,100,0.3,0.033,1.16308	
9,1,100,100,0.3,0.1,1.15481	
9,1,100,100,0.3,0.33,1.1609	
9,1,100,100,0.9,0.001,1.15699	
9,1,100,100,0.9,0.0033,1.15699	
9,1,100,100,0.9,0.01,1.15917	
9,1,100,100,0.9,0.033,1.16526	
9,1,100,100,0.9,0.1,1.15699	
9,1,100,100,0.9,0.33,1.15481	
9,1,100,1000,0.01,0.001,1.17307	
9,1,100,1000,0.01,0.0033,1.16916	
9,1,100,1000,0.01,0.01,1.16916	
9,1,100,1000,0.01,0.033,1.17307	
9,1,100,1000,0.01,0.1,1.17698	
9,1,100,1000,0.01,0.33,1.17743	
9,1,100,1000,0.033,0.001,1.16698	
9,1,100,1000,0.033,0.0033,1.16308	
9,1,100,1000,0.033,0.01,1.16916	
9,1,100,1000,0.033,0.033,1.17134	
9,1,100,1000,0.033,0.1,1.16916	
9,1,100,1000,0.033,0.33,1.16308	
9,1,100,1000,0.1,0.001,1.16526	
9,1,100,1000,0.1,0.0033,1.16308	
9,1,100,1000,0.1,0.01,1.1609	
9,1,100,1000,0.1,0.033,1.1609	
9,1,100,1000,0.1,0.1,1.1609	
9,1,100,1000,0.1,0.33,1.16698	
9,1,100,1000,0.3,0.001,1.16308	
9,1,100,1000,0.3,0.0033,1.15917	
9,1,100,1000,0.3,0.01,1.16135	
9,1,100,1000,0.3,0.033,1.1609	
9,1,100,1000,0.3,0.1,1.1609	
9,1,100,1000,0.3,0.33,1.16308	
9,1,100,1000,0.9,0.001,1.16308	
9,1,100,1000,0.9,0.0033,1.16308	
9,1,100,1000,0.9,0.01,1.16308	
9,1,100,1000,0.9,0.033,1.1609	
9,1,100,1000,0.9,0.1,1.16308	
9,1,100,1000,0.9,0.33,1.16308	
9,1,100,33,0.01,0.001,1.15309	
9,1,100,33,0.01,0.0033,1.15309	
9,1,100,33,0.01,0.01,1.15527	
9,1,100,33,0.01,0.033,1.16135	
9,1,100,33,0.01,0.1,1.1609	
9,1,100,33,0.01,0.33,1.15699	
